Fecha de cotización;Apertura;Cierre;Máximo;Mínimo;Promedio;Cantidad negociada;Monto negociado ($);Fecha anterior;Cierre anterior corregido
30/07/2025;237;233.5;237;232.5;232.86470335954252;1399;325777.72;25/07/2025;235
25/07/2025;230;235;236.17;230;232.47007949125594;629;146223.68;24/07/2025;237.16
24/07/2025;236.64;237.16;237.2;232.9;236.683537414966;2646;626264.64;22/07/2025;231.2
22/07/2025;229.5;231.2;231.2;229.5;229.8208424475318;3383;777483.91;21/07/2025;229
21/07/2025;227;229;229;227;228.79177142857142;1750;400385.6;18/07/2025;227
18/07/2025;226.8;227;227;226.01;226.59884583676836;1213;274864.4;17/07/2025;225.5
17/07/2025;223.5;225.5;225.6;223;224.2459090909091;880;197336.4;16/07/2025;221.2
16/07/2025;219.7;221.2;221.65;219.7;221.08942159665713;4547;1005293.6;15/07/2025;222.15
15/07/2025;221.01;222.15;222.31;220.47;221.53602739726026;73;16172.13;14/07/2025;222
14/07/2025;221.1;222;222.55;221.06;222.15173345339937;2221;493399;11/07/2025;222.05
11/07/2025;222.04;222.05;222.05;222;222.0483656387665;2270;504049.79;10/07/2025;224.7
10/07/2025;223.2;224.7;224.7;222.9;223.38801186943618;1685;376408.8;09/07/2025;225.42
09/07/2025;225.05;225.42;225.55;225.05;225.39836917562724;558;125772.29;08/07/2025;226.2
08/07/2025;225.65;226.2;226.2;225.35;225.9187934816672;3191;720906.87;07/07/2025;224.05
07/07/2025;225.85;224.05;227;224.05;224.76760956175298;1004;225666.68;04/07/2025;228
04/07/2025;226;228;228;226;227.2;25;5680;03/07/2025;227
03/07/2025;225.51;227;227.6;225.3;226.4186219443926;21436;4853509.58;02/07/2025;224.5
02/07/2025;220.67;224.5;224.5;220.1;221.33710095238095;2625;581009.89;01/07/2025;221.6
01/07/2025;224.7;221.6;225.2;220;223.00862476934765;9213;2054578.46;30/06/2025;224.4
30/06/2025;224.27;224.4;225;224.27;224.81025889967637;309;69466.37;27/06/2025;223.1
27/06/2025;222;223.1;223.75;222;223.46230674846626;4075;910608.9;26/06/2025;222.12
26/06/2025;218;222.12;222.12;218;219.76260082576383;30275;6653312.74;25/06/2025;217.2
25/06/2025;217.4;217.2;218.5;216.9;217.74206013363028;1796;391064.74;24/06/2025;218.65
